item,itemLabel,position,positionLabel,startDate,endDate,source,psid
Q113835506,Epiphane Zoro Bi Ballo,Q114787378,Ministre de la promotion de la bonne Gouvernance et de la lutte contre la corruption,2021-04-06,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q113835506-93341E5F-B215-4947-82B1-E970D471194B
Q114788517,Amadou Coulibaly,Q114787373,"Ministre de la Communication et de l'Economie Numérique, Porte-parole du Gouvernement",2022-04-20,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q114788517-60837950-6B8F-49EA-9CA0-C5B1412C5B92
Q114788519,Koffi N'Guessan,Q114787386,Ministre de l’Enseignement technique et de la Formation professionnelle et de l'apprentissage,2022-04-20,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q114788519-52BB9883-E561-4144-A3CA-71B8DB46BD68
Q114788520,Moussa Sanogo,Q114787371,Ministre du Budget et du Portefeuille de l’État,2021-04-06,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q114788520-109C51DB-C3B9-4B07-86A9-0ED9A9B90E8D
Q114788522,Pierre Dimba,Q112062263,"Ministre de la Santé, de l'Hygiène publique et de la couverture maladie universelle",2022-04-20,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q114788522-CE4428D1-B958-4552-A8FB-5BB9B37FA588
Q19392607,Tiémoko Meyliet Koné,Q27880670,Vice-président de la République,2022-04-19,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q19392607-6C588578-71CC-46E2-949C-1E22FC44E138
Q21280596,Sidi Tiémoko Touré,Q114787369,Ministre des ressources animales et halieutiques,2021-04-05,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q21280596-9B920D37-FC90-4666-BA33-9070B149A2DF
Q22085045,Kaba Nialé,Q114777123,Ministre du Plan et du Développement,2016-01-13,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q22085045-102455c1-47e5-854c-2fe3-aa7dfd3b9bef
Q24056959,Mariatou Koné,Q26959537,Ministre de l'Éducation nationale et de l'alphabétisation,2021-04-06,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q24056959-68B7A40B-A8F5-46FD-B8CA-661678439FBA
Q2824041,Adama Coulibaly,Q97933077,Ministre de l'Économie et des Finances,2019-09-04,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q2824041-5F9E3B1D-BDC5-4982-BBEF-11D7DCC3E7AD
Q30728030,Anne Désirée Ouloto,Q114787327,Ministre de la Fonction publique,2021-04-06,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q30728030-0F9CAB09-5267-489C-BD60-5F3BE30A6EF5
Q3192595,Kandia Camara,Q113504776,"Ministre des Affaires étrangères, de l'intégration africaine et de la Diaspora",2021-04-06,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q3192595-66EEC9A8-6862-4291-8057-D6D852E27EF4
Q3369176,Patrick Achi,Q3401763,Premier ministre,2021-03-08,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q3369176-76AF6F67-7515-4C5E-ABAD-BE3DAAB8D417
Q3472182,Mamadou Sangafowa Coulibaly,Q114787381,"Ministre des Mines, du Pétrole et de l'Énergie",2022-04-20,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q3472182-18008D4F-DE11-427B-BF5F-750379DCF050
Q41675123,Mamadou Touré,Q114787390,"Ministre de la Promotion de la jeunesse et de l’Emploi des jeunes, de l'insertion professionnelle et du service civique, Porte-parole adjoint du Gouvernement",2018-07-10,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q41675123-4DBF7E29-B768-4A4A-824A-9FA3E42D7253
Q44738480,Bruno Koné,Q114791254,"Minister of Construction, Housing, and Town Planning",2018-07-10,,,Q44738480-4672e579-4dae-fe13-660f-72ececa09335
Q56308663,Claude Paulin Danho,Q114787385,Ministre des Sports,2018-07-10,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q56308663-69C9624A-6C1F-4CC9-8932-DA7870D6279B
Q57413,Alassane Ouattara,Q3409195,Président de la République,2010-12-04,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q57413-C9FC9F18-AE11-4AA5-826C-E45ECE218472
Q59867225,Kobenan Kouassi Adjoumani,Q114777316,Ministre de l'Agriculture et du Développement rural,2019-10-04,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q59867225-9DD4A02E-28E9-4F75-8B0C-FCB18AF93EF7
Q60832327,Amadou Koné,Q114777329,Ministre des Transports,2017-01-11,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q60832327-0644DFB7-4C60-470D-A3BD-200AEF25C1E6
Q62566689,Bouaké Fofana,Q114787379,"Ministre de l'Hydraulique, l’Assainissement et de la Salubrité",2022-04-20,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q62566689-E78967F6-8C00-4C00-8AD6-8AF155180302
Q90018658,Sansan Kambilé,Q114787380,"Garde des Sceaux, Ministre de la Justice et des Droits de l’Homme",2016-01-13,,https://fr.wikipedia.org/wiki/Gouvernement_Achi_II,Q90018658-F805500B-27CE-460B-9EDE-E2BA32CA87E0
