item,itemLabel,startDate,endDate,sourceDate,psid
Q1394077,Seydou Diarra,2000-05-18,2000-10-18,,Q1394077-5E8461E9-8621-4096-9F35-3EA22F470E7C
Q717915,Pascal Affi N'Guessan,2000-10-27,2003-02-10,,Q717915-E89107C9-93CB-4259-BA78-F23DABE5BE41
Q1394077,Seydou Diarra,2003-02-10,2005-12-07,,Q1394077-02CFB506-C4C5-40E3-8550-885F8EC16B10
Q455728,Charles Konan Banny,2005-12-07,2007-04-07,,Q455728-c3282d7d-408c-6c4c-d1e5-4843e393afa9
Q313994,Guillaume Soro,2007-04-04,2012-03-13,2022-10-21,Q313994-751D57D6-B0DA-470E-A223-63623EECC752
Q971859,Gilbert Aké,2010-12-06,2011-04-11,,Q971859-BCAB7683-7E8F-458C-B678-6CE856005349
Q57867,Jeannot Ahoussou-Kouadio,2012-03-13,2012-11-21,,Q57867-03B39176-DF09-4D2A-8994-6AF3C34A5E51
Q58154,Daniel Kablan Duncan,2012-11-21,2017-01-09,,Q58154-3B34C62A-E8AC-4310-A721-5CEC0640A9F7
Q2840866,Amadou Gon Coulibaly,2017-01-10,2020-07-08,,Q2840866-833448d1-4756-3e04-7489-5396465dfac6
Q3126401,Hamed Bakayoko,2020-07-30,2021-03-10,,Q3126401-0B51FD16-9F8D-4BED-A6C3-40C97B93276D
Q3369176,Patrick Achi,2021-03-08,,,Q3369176-76AF6F67-7515-4C5E-ABAD-BE3DAAB8D417
