position,positionLabel,country,countryLabel,jurisdiction,jurisdictionLabel,inception,abolished,predecessor,predecessorLabel,successor,successorLabel,deputy,deputyLabel,list,listLabel
Q114787384,Minister of Solidarity and the Fight against Poverty,Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q114787385,Minister of Sports,Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q114787386,Minister of Technical Education and Vocational Training and Learning,Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q114787387,Minister of Water and Forests,Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q114787389,"Minister of Women, Family and Children",Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q114787390,Minister of Youth,Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q114791254,"Minister of Construction, Housing, and Town Planning",Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q115125415,Minister of Sanitation and Wellbeing,Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q115125451,Minister of Water Resources,Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q115125603,Minister Delegate in charge of African integration,Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q115125604,Minister for Relations with the Institutions of the Republic,Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q115125605,"Minister of Communication, Media and the Francophonie",Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q115125606,"Minister of Digital Economy, Telecommunications and Innovation",Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q115125607,Minister of Investment Promotion and the Development of the Private Sector,Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q115125608,Minister of SMEs and the Artisanal and Informal Sectors,Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q115125609,Minister-Director of the Cabinet,Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q115125610,Minister-Secretary General of the Presidency,Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q115125611,Secretary of State for Maritime Affairs,Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q115125612,Secretary of State for Modernisation,Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q115125613,Secretary of State for Social Housing,Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
Q115125614,Secretary of State for Social Protection,Q1008,Ivory Coast,Q1008,Ivory Coast,,,,,,,,,,
