position,person,personID,start,end
Member of the National Assembly,Simone Gbagbo,Q437761,1996,2004
Member of the National Assembly,Souleymane Roel Kone,Q107136438,2011,2016
Member of the National Assembly,Yasmina Ouégnin,Q27757660,2011,2016
Member of the National Assembly,Amadou Soumahoro,Q68770341,2011,2019
Member of the National Assembly,Célestine Olibé Trazéré,Q49500308,2011-12-11,
Member of the National Assembly,Adama Bictogo,Q96678215,2011-12-11,
