item,itemLabel,startDate,endDate,sourceDate,psid
Q99314971,N'golo Coulibaly,2000-01,2000-05,,Q99314971-a9f8a46c-4894-3f40-097c-4767764a374e
Q1888117,Mamadou Koulibaly,2000-05,2001-01,,Q1888117-9d405dbd-460c-774d-fde5-ce7745d5f4e2
Q3370489,Paul Antoine Bohoun Bouabre,2001-01,2005-12,2022-10-20,Q3370489-D7FE432C-B233-452E-815D-F545110E1AE2
Q455728,Charles Konan Banny,2005-12,2007-04,,Q455728-A2A88C98-E094-4AA5-A920-B05D36665A96
Q2959525,Charles Koffi Diby,2007-04,2012-11,,Q2959525-F724B3AC-43CB-440A-8F51-80C9890EE3AA
Q22085045,Kaba Nialé,2012-11,2016-01,,Q22085045-371fe6df-da89-449f-a215-0de04466f733
Q99313278,Adama Koné,2016-01,2019-09-04,,Q99313278-3cc3e04a-4df3-012c-427f-d87eb92a8ecb
Q2824041,Adama Coulibaly,2019-09-04,,,Q2824041-5F9E3B1D-BDC5-4982-BBEF-11D7DCC3E7AD
